ANO;nome_uc;qtde_polygons_prodes;sum_area_prodes_ha;qdte_polygons_mapbiomas_alertas;sum_area_mapbiomas_alertas_ha;qdte_firms_modis;qdte_firms_j1_viirs;qdte_firms_suomi_viirs;sum_area_total_ha;cluster;risk_level;risk_category;processado
2019;PARQUE NATURAL MUNICIPAL DA LAGOINHA DO LESTE;0;0.0;0;0.0;4;0;0;0.0;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL DAS DUNAS DA LAGOA DA CONCEIÇÃO;1;1.826269256386;0;0.0;0;0;0;1.826269256386;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL DE NAVEGANTES;8;11.6102837195871;0;0.0;0;0;0;11.6102837195871;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL DO ATALAIA;1;1.1499430205127;0;0.0;0;0;0;1.1499430205127;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL DO MACIÇO DA COSTEIRA;1;1.826269256386;0;0.0;0;0;0;1.826269256386;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL FREYMUND GERMER;1;1.3146029304483;0;0.0;0;0;0;1.3146029304483;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL ILHA DAS CAPIVARAS/SIBARA;1;1.287901811812;0;0.0;0;1;1;1.287901811812;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL JOÃO JOSÉ THEODORO DA COSTA NETO;11;116.7406843526837;0;0.0;4;1;2;116.7406843526837;1;2;alto;
2019;PARQUE NATURAL MUNICIPAL MARACAJÁ;4;5.705435967320501;0;0.0;0;0;0;5.705435967320501;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL MORRO DO BAÚ;5;8.5222003383754;0;0.0;0;0;0;8.5222003383754;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL MORRO DO CÉU;9;18.0593113630382;0;0.0;0;0;0;18.0593113630382;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL MORRO DOS STINGHEN;3;4.2018608894792;0;0.0;0;0;0;4.2018608894792;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL RIO PIÇARRAS;9;23.6889522135244;0;0.0;0;0;0;23.6889522135244;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL SERRA DE SÃO MIGUEL;1;1.430209355191;0;0.0;0;0;0;1.430209355191;0;0;baixo;
2019;PARQUE NATURAL MUNICIPAL XOKLENG;12;22.478496550922;0;0.0;1;1;0;22.478496550922;0;0;baixo;
2019;REFUGIO DA VIDA SILVESTRE NASCENTES DO SAI;4;10.7911776852282;1;1.61;0;0;0;12.4011776852282;0;0;baixo;
2019;REFUGIO DE VIDA SILVESTRE MUNICIPAL DO MORRO DO LAMPIÃO;1;1.826269256386;0;0.0;0;0;0;1.826269256386;0;0;baixo;
2019;REFUGIO DE VIDA SILVESTRE MUNICIPAL MEIEMBIPE;3;6.525658002982801;0;0.0;0;0;0;6.525658002982801;0;0;baixo;
2019;REFÚGIO DE VIDA SILVESTRE DE ITAPEMA;1;1.1248579068805;0;0.0;0;0;0;1.1248579068805;0;0;baixo;
2019;RESERVA BIOLOGICA ESTADUAL DO SASSAFRAS;5;8.0664672917716;0;0.0;1;0;0;8.0664672917716;0;0;baixo;
2019;RESERVA BIOLÓGICA (REBIO) MATA DOS GUANANDIS - SIMFLOR I;3;7.810173744353099;0;0.0;0;0;0;7.810173744353099;0;0;baixo;
2019;RESERVA BIOLÓGICA ESTADUAL DO AGUAÍ;22;43.6925785033896;2;10.13;1;2;0;53.82257850338959;2;1;medio;
2019;RESERVA EXTRATIVISTA MARINHA DO PIRAJUBAÉ;1;1.826269256386;0;0.0;0;0;0;1.826269256386;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMONIO NATURAL ESTADUAL DAS CASCATAS;1;1.1125440053557;0;0.0;2;0;0;1.1125440053557;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BARRA DO RIO DO MEIO;1;1.5046595245919;0;0.0;1;0;0;1.5046595245919;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BIO ESTAÇÃO ÁGUAS CRISTALINAS;1;1.1650031932381;0;0.0;0;0;0;1.1650031932381;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRAVA BEACH INTERNACIONAL;1;1.1499430205127;0;0.0;0;0;0;1.1499430205127;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DA IMBUIA;5;9.199122510500302;0;0.0;0;0;0;9.199122510500302;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DA ARAPONGA;1;2.211642209152;0;0.0;0;0;0;2.211642209152;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAPÃO REDONDO;3;8.8682206680095;0;0.0;0;0;0;8.8682206680095;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHÁCARA EDITH;0;0.0;1;1.82;0;0;1;1.82;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHÁCARA SÃO MIGUEL;4;9.5081081060586;0;0.0;2;1;0;9.5081081060586;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORREDEIRAS DO RIO ITAJAI II;5;8.7101086843807;0;0.0;0;0;0;8.7101086843807;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORREDEIRAS DO RIO ITAJAÍ;5;8.6723435432874;0;0.0;0;0;0;8.6723435432874;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 1;0;0.0;0;0.0;1;0;0;0.0;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 2;0;0.0;0;0.0;1;0;0;0.0;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 3;0;0.0;0;0.0;1;0;0;0.0;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 4;0;0.0;0;0.0;1;0;0;0.0;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS ARAUCÁRIAS GIGANTES;3;4.2910114059032;0;0.0;0;0;0;4.2910114059032;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EMILIO EINSFELD FILHO;15;61.68296471581019;0;0.0;4;4;5;61.68296471581019;1;2;alto;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EMILIO FIORENTINO BATTISTELLA;1;1.0134320013172;0;0.0;0;0;0;1.0134320013172;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL AROEIRA VERMELHA;1;1.1499430205127;0;0.0;0;0;0;1.1499430205127;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL CB - CARTONAGEM BATISTENSE;1;1.5303811784721;0;0.0;0;0;0;1.5303811784721;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL COMPLEXO SERRA DA FAROFA;17;35.788551126913;0;0.0;0;0;1;35.788551126913;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL COSTA ESMERALDA;1;1.1341012178001;0;0.0;0;0;0;1.1341012178001;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL DONA AUGUSTA;1;3.8015429260594;0;0.0;0;0;0;3.8015429260594;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL DONA BLANKA;2;2.3371537900495;0;0.0;0;0;0;2.3371537900495;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL HERMÍNIO GIRARDI;4;5.8806930268856;1;1.23;0;0;0;7.110693026885601;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL JARDIM DAS COLINAS;3;5.588373666883;0;0.0;0;0;0;5.588373666883;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL JOÃO HEYSE SOBRINHO;6;8.096612494945198;0;0.0;0;0;0;8.096612494945198;0;0;baixo;
2019;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL MIRANTE DA AGRONÔMICA;2;3.4499923870688;0;0.0;0;0;0;3.4499923870688;0;0;baixo;
